OBJECTID,Juvenile_race_ethnicity,Juvenile_gender,status,status_reason,intake_date,CreationDate,Creator,EditDate,Editor
2164,White,Male,Inactive-successful,,2013-07-12T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2165,Black,Male,Inactive-successful,,2013-07-10T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2166,Black,Male,Rejected at Screening,Never showed for Intake,2013-07-10T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2167,Black,Male,Inactive-successful,,2013-07-08T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2168,White,Male,Inactive-Unsuccessful,UNABLE TO CONTACT,2013-07-08T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2169,White,Male,Inactive-successful,,2013-07-08T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2170,Black,Male,Inactive-successful,,2013-07-08T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2171,Black,Male,Inactive-successful,,2013-07-08T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2172,Black,Female,Rejected at screening,Unwilling To Participate,2013-07-08T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2173,Black,Male,Rejected at Screening,Unwilling To Participate,2013-07-08T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2174,Black,Male,Inactive-successful,,2013-07-08T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2175,Black,Male,Rejected at Screening,Unwilling To Participate,2013-07-08T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2176,White,Male,Rejected at Screening,Previous Charges,2013-07-08T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2177,Black,Male,Rejected at Screening,Previous Charges,2013-07-08T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2178,Black,Male,Rejected at Screening,Never showed for Intake,2013-07-08T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2179,Black,Male,Inactive-successful,NO FURTHER ACTION,2013-07-08T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2180,Black,Male,Inactive-successful,,2013-07-03T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2181,Black,Male,Inactive-successful,,2013-07-03T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2182,Black,Male,Inactive-successful,,2013-07-03T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2183,White,Male,Inactive-successful,,2013-07-02T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2184,Black,Female,Rejected at Screening,Unwilling To Participate,2013-07-02T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2185,Black,Male,Inactive-successful,,2013-07-02T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2186,White,Male,Inactive-successful,,2013-07-02T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2187,Black,Male,Rejected at Screening,Unwilling To Participate,2013-06-25T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2188,White,Male,Inactive-successful,,2013-06-25T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2189,White,Male,Inactive-successful,,2013-06-25T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2190,White,Male,Inactive-successful,,2013-06-17T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2191,Black,Male,Inactive-successful,,2013-06-17T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2192,Black,Male,Inactive-successful,,2013-06-10T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2193,Black,Male,Inactive-successful,,2013-06-10T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2194,Black,Male,Rejected at screening,Previous Charges,2013-06-10T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2195,Black,Female,Inactive-successful,,2013-06-10T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2196,Black,Female,Inactive-successful,,2013-06-10T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2197,Black,Male,Inactive-Unsuccessful,Unwilling To Participate,2013-06-10T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2198,Black,Male,Inactive-successful,,2013-06-03T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2199,Black,Female,Inactive-successful,NO FURTHER ACTION,2013-06-03T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2200,White,Female,Inactive-successful,,2013-06-03T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2201,White,Female,Inactive-Unsuccessful,Decline by Teen Court,2013-06-03T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2202,Black,Male,Inactive-successful,,2013-06-03T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2203,Black,Female,Inactive-successful,,2013-06-03T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2204,Black,Female,Inactive-Unsuccessful,Moved out of town,2013-06-03T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2205,White,Male,Inactive-successful,,2013-06-03T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2206,Black,Male,Inactive-successful,,2013-06-03T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2207,Black,Female,Inactive-Unsuccessful,New Charge,2013-06-03T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2208,Black,Male,Inactive-successful,,2013-05-31T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2209,Black,Male,Inactive-Unsuccessful,Unwilling To Participate,2013-05-31T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2210,Black,Female,Rejected at Screening,Unwilling To Participate,2013-05-30T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2211,Black,Female,Rejected at Screening,Moved Out of Town,2013-05-30T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2212,Black,Male,Rejected at Screening,Unable to Contact,2013-05-30T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2213,Black,Male,Rejected at Screening,Moved Out of Town,2013-05-30T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2214,Black,Female,Rejected at Screening,Moved Out of Town,2013-05-30T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2215,Black,Male,Rejected at Screening,Moved Out of Town,2013-05-30T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2216,Asian,Male,Inactive-successful,,2013-05-30T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2217,Black,Male,Inactive-successful,,2013-05-30T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2218,Black,Male,Inactive-successful,,2013-05-29T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2219,Black,Male,Inactive-Unsuccessful,No Show,2013-05-29T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2220,Black,Male,Inactive-successful,,2013-05-28T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2221,Black,Male,Inactive-successful,,2013-05-28T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2222,Black,Male,Inactive-successful,,2013-05-28T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2223,White,Female,Inactive-Unsuccessful,Unwilling To Participate,2013-05-28T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2224,White,Male,Rejected at Screening,New Charge,2013-05-28T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2225,Black,Male,Inactive-Successful,NO FURTHER ACTION,2013-05-28T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2226,Black,Male,Inactive-successful,,2013-05-28T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2227,Black,Female,Rejected at Screening,Never Showed for Intake,2013-05-28T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2228,Black,Female,Inactive-Unsuccessful,Unwilling To Participate,2013-05-28T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2229,Black,Female,Inactive-Unsuccessful,Unwilling To Participate,2013-05-23T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2230,Black,Male,Inactive-successful,,2013-05-22T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2231,Black,Female,Rejected at Screening,Unwilling To Participate,2013-05-22T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2232,Black,Female,Inactive-successful,,2013-05-22T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2233,Black,Male,Inactive-successful,,2013-05-22T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2234,Hispanic,Male,Inactive-successful,,2013-05-21T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2235,Black,Male,Rejected at Screening,Never Showed for Intake,2013-05-21T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2236,Black,Female,Inactive-successful,,2013-05-20T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2237,Black,Female,Rejected at Screening,Moved Out of Town,2013-05-20T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2238,Asian,Male,Rejected at Screening,Unwilling To Participate,2013-05-20T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2239,Black,Male,Inactive-successful,,2013-05-20T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2240,Black,Male,Rejected at Screening,Never showed for Intake,2013-05-20T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2241,Black,Male,Inactive-successful,,2013-05-20T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2242,Black,Female,Inactive-successful,,2013-05-20T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2243,Black,Male,Inactive-successful,,2013-05-15T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2244,Black,Female,Inactive-successful,,2013-05-15T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2245,Black,Female,Inactive-successful,,2013-05-15T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2246,Black,Female,Inactive-successful,,2013-05-15T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2247,Black,Female,Inactive-Unsuccessful,Unwilling To Participate,2013-05-15T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2248,Black,Female,Inactive-Unsuccessful,Moved Out of Town,2013-05-15T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2249,Black,Male,Inactive-Successful,,2013-05-14T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2250,Black,Male,Inactive-successful,,2013-05-14T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2251,White,Female,Inactive-successful,,2013-05-14T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2252,Black,Male,Inactive-successful,,2013-05-13T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2253,Black,Male,Inactive-successful,,2013-05-13T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2254,Black,Male,Inactive-unsuccessful,Moved Out of Town,2013-05-13T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2255,Black,Male,Inactive-successful,,2013-05-13T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2256,Black,Male,Inactive-Unsuccessful,New Charge,2013-05-10T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2257,Black,Male,Rejected at Screening,REROUTED PER SOURCE,2013-05-10T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2258,Black,Male,Inactive-Unsuccessful,New Charge,2013-05-09T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2259,Black,Female,Inactive-successful,,2013-05-09T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2260,Black,Female,Inactive-successful,,2013-05-09T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2261,Black,Male,Rejected at screening,Previous Charges,2013-05-09T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2262,Black,Male,Rejected at Screening,Moved Out of Town,2013-05-09T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2263,Black,Male,Inactive-successful,,2013-05-09T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2264,Black,Male,Inactive-successful,,2013-05-09T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2265,Black,Male,Inactive-Unsuccessful,Moved Out of Town,2013-05-06T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2266,Black,Female,Inactive-successful,,2013-05-06T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2267,White,Male,Inactive-successful,,2013-05-06T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2268,Black,Male,Inactive-successful,,2013-05-06T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2269,Black,Male,Rejected at Screening,Unable to contact,2013-05-06T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2270,Black,Male,Rejected at Screening,Never Showed for Intake,2013-05-06T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2271,Black,Female,Inactive-successful,,2013-05-06T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2272,Black,Male,Rejected at Screening,Never showed for Intake,2013-05-02T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2273,Black,Female,Rejected at Screening,Unwilling To Participate,2013-05-02T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2274,Black,Male,Inactive-successful,,2013-04-30T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2275,Black,Male,Inactive-Unsuccessful,Decline by Teen Court not guilty,2013-04-30T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2276,Black,Male,Inactive-successful,,2013-04-30T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2277,Hispanic,Male,Inactive-successful,,2013-04-30T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2278,Hispanic,Male,Inactive-successful,,2013-04-30T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2279,Hispanic,Male,Inactive-successful,,2013-04-30T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2280,Black,Female,Inactive-successful,,2013-04-30T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2281,Black,Male,Inactive-successful,,2013-04-30T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2282,Black,Male,Inactive-successful,,2013-04-30T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2283,Black,Female,Rejected at screening,Previous Charges,2013-04-30T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2284,Black,Female,Rejected at screening,Unwilling To Participate,2013-04-30T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2285,Black,Male,Inactive-successful,,2013-04-30T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2286,Black,Male,Inactive-successful,,2013-04-30T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2287,Black,Male,Rejected at screening,Previous Charges,2013-04-30T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2288,Black,Female,Inactive-successful,,2013-04-30T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2289,Black,Male,Inactive-successful,,2013-04-30T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2290,Black,Female,Inactive-successful,,2013-04-30T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2291,Hispanic,Male,Rejected at Screening,Moved Out of Town,2013-04-30T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2292,Black,Female,Rejected at Screening,Unwilling To Participate,2013-04-30T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2293,Black,Male,Inactive-successful,,2013-04-29T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2294,Black,Male,Inactive-successful,,2013-04-29T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2295,Black,Female,Inactive-successful,,2013-04-25T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2296,Black,Female,Inactive-successful,,2013-04-25T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2297,Black,Male,Inactive-successful,,2013-04-25T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2298,Black,Female,Inactive-successful,,2013-04-25T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2299,Black,Male,Inactive-successful,,2013-04-25T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
2300,Black,Female,Inactive-successful,,2013-04-25T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
